File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF080LME	bigBed narrowPeak	bigBed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR728FLA	Histone ChIP-seq	/human-donors/ENCDO424HVB/	UBERON:0002048	lung	tissue	Homo sapiens										H3K9me3-human	DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF284QKU/	5352228	ENCODE Processing Pipeline	1896dadc7ff9f1b1f31f03aed4d30fc6		https://www.encodeproject.org/files/ENCFF080LME/@@download/ENCFF080LME.bigBed				released	s3://encode-public/2020/08/14/cf4280bf-700d-479d-8d43-2d436a671fd5/ENCFF080LME.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/08/14/cf4280bf-700d-479d-8d43-2d436a671fd5/ENCFF080LME.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, moderate library complexity, low read length	control insufficient read depth	
ENCFF896NVM	bigWig	bigWig		signal p-value	GRCh38	ENCSR356ANC	Histone ChIP-seq	/human-donors/ENCDO424HVB/	UBERON:0002048	lung	tissue	Homo sapiens										H3K4me1-human	DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF076DGV/, /files/ENCFF391TMO/, /files/ENCFF238VLC/	577566408	ENCODE Processing Pipeline	61cab6fbe954711fb872cef2fbfba5dd		https://www.encodeproject.org/files/ENCFF896NVM/@@download/ENCFF896NVM.bigWig				released	s3://encode-public/2020/08/14/53e28e14-2071-4760-995b-c55f6b5a5361/ENCFF896NVM.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/08/14/53e28e14-2071-4760-995b-c55f6b5a5361/ENCFF896NVM.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, low read length	insufficient read depth, control insufficient read depth	
ENCFF908EUN	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR356ANC	Histone ChIP-seq	/human-donors/ENCDO424HVB/	UBERON:0002048	lung	tissue	Homo sapiens										H3K4me1-human	DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF356LFX/, /files/ENCFF076DGV/, /files/ENCFF391TMO/, /files/ENCFF238VLC/	2653242	ENCODE Processing Pipeline	516612bcdb745e7791023eda04fda1ab		https://www.encodeproject.org/files/ENCFF908EUN/@@download/ENCFF908EUN.bed.gz				released	s3://encode-public/2020/08/14/d5dd733e-b731-4ebd-94e2-756224a8232b/ENCFF908EUN.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/08/14/d5dd733e-b731-4ebd-94e2-756224a8232b/ENCFF908EUN.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, low read length	insufficient read depth, control insufficient read depth	
ENCFF911LTH	bigBed narrowPeak	bigBed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR356ANC	Histone ChIP-seq	/human-donors/ENCDO424HVB/	UBERON:0002048	lung	tissue	Homo sapiens										H3K4me1-human	DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF908EUN/	5090091	ENCODE Processing Pipeline	f4442ad88e6108fa585552c93cc10516		https://www.encodeproject.org/files/ENCFF911LTH/@@download/ENCFF911LTH.bigBed				released	s3://encode-public/2020/08/14/c3121cd4-5498-42ae-8121-6719314b548b/ENCFF911LTH.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/08/14/c3121cd4-5498-42ae-8121-6719314b548b/ENCFF911LTH.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, low read length	insufficient read depth, control insufficient read depth	
ENCFF725UNB	bigBed narrowPeak	bigBed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR466DZW	Histone ChIP-seq	/human-donors/ENCDO424HVB/	UBERON:0002048	lung	tissue	Homo sapiens										H3K4me3-human	DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF254OZF/	1723934	ENCODE Processing Pipeline	d241bcb928e85c0bd65de63e09c299e9		https://www.encodeproject.org/files/ENCFF725UNB/@@download/ENCFF725UNB.bigBed				released	s3://encode-public/2020/08/14/d4ca3085-e715-4510-ba97-649dde007b24/ENCFF725UNB.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/08/14/d4ca3085-e715-4510-ba97-649dde007b24/ENCFF725UNB.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, control low read depth, moderate library complexity		
ENCFF434JKJ	bigWig	bigWig		signal p-value	GRCh38	ENCSR466DZW	Histone ChIP-seq	/human-donors/ENCDO424HVB/	UBERON:0002048	lung	tissue	Homo sapiens										H3K4me3-human	DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF238VLC/, /files/ENCFF902ZAM/, /files/ENCFF391TMO/	626124481	ENCODE Processing Pipeline	97c28984b5c886a9c89e1308c8821844		https://www.encodeproject.org/files/ENCFF434JKJ/@@download/ENCFF434JKJ.bigWig				released	s3://encode-public/2020/08/14/5bdf07aa-1713-4188-b779-e1de9a8657f3/ENCFF434JKJ.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/08/14/5bdf07aa-1713-4188-b779-e1de9a8657f3/ENCFF434JKJ.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, control low read depth, moderate library complexity		
ENCFF254OZF	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR466DZW	Histone ChIP-seq	/human-donors/ENCDO424HVB/	UBERON:0002048	lung	tissue	Homo sapiens										H3K4me3-human	DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF238VLC/, /files/ENCFF356LFX/, /files/ENCFF902ZAM/, /files/ENCFF391TMO/	706470	ENCODE Processing Pipeline	9aafc5da9b5f02123faef35c8fc54644		https://www.encodeproject.org/files/ENCFF254OZF/@@download/ENCFF254OZF.bed.gz				released	s3://encode-public/2020/08/14/f2f1d44e-9c46-49d5-8f93-895fce3bfee5/ENCFF254OZF.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/08/14/f2f1d44e-9c46-49d5-8f93-895fce3bfee5/ENCFF254OZF.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, control low read depth, moderate library complexity		
ENCFF204UKB	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR575SWA	Histone ChIP-seq	/human-donors/ENCDO478OMA/	UBERON:0002048	lung	tissue	Homo sapiens										H3K4me1-human	DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF673HIK/, /files/ENCFF356LFX/, /files/ENCFF420PZX/	1857247	ENCODE Processing Pipeline	3ecb079f3699e2b639b46931ce80b30d		https://www.encodeproject.org/files/ENCFF204UKB/@@download/ENCFF204UKB.bed.gz				released	s3://encode-public/2020/08/14/b0170f74-15e8-4f0e-90d7-47c12906a84b/ENCFF204UKB.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/08/14/b0170f74-15e8-4f0e-90d7-47c12906a84b/ENCFF204UKB.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	low read length	insufficient read depth, control insufficient read depth	
ENCFF926QND	bigWig	bigWig		signal p-value	GRCh38	ENCSR575SWA	Histone ChIP-seq	/human-donors/ENCDO478OMA/	UBERON:0002048	lung	tissue	Homo sapiens										H3K4me1-human	DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF673HIK/, /files/ENCFF420PZX/	626414724	ENCODE Processing Pipeline	4389f423bd360522e967169bab17631c		https://www.encodeproject.org/files/ENCFF926QND/@@download/ENCFF926QND.bigWig				released	s3://encode-public/2020/08/14/127da622-7d72-4e2d-954d-950409cda4b7/ENCFF926QND.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/08/14/127da622-7d72-4e2d-954d-950409cda4b7/ENCFF926QND.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	low read length	insufficient read depth, control insufficient read depth	
ENCFF562OUX	bigBed narrowPeak	bigBed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR575SWA	Histone ChIP-seq	/human-donors/ENCDO478OMA/	UBERON:0002048	lung	tissue	Homo sapiens										H3K4me1-human	DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF204UKB/	3435850	ENCODE Processing Pipeline	314369044a90b5a84dbc0367f1b11f24		https://www.encodeproject.org/files/ENCFF562OUX/@@download/ENCFF562OUX.bigBed				released	s3://encode-public/2020/08/14/f739ce83-d33a-4d58-81f6-472d68ae4885/ENCFF562OUX.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/08/14/f739ce83-d33a-4d58-81f6-472d68ae4885/ENCFF562OUX.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	low read length	insufficient read depth, control insufficient read depth	
ENCFF655YLP	bigWig	bigWig		signal p-value	GRCh38	ENCSR671NXL	Histone ChIP-seq	/human-donors/ENCDO424HVB/	UBERON:0002048	lung	tissue	Homo sapiens										H3K36me3-human	DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF050IAK/, /files/ENCFF391TMO/, /files/ENCFF238VLC/	536989581	ENCODE Processing Pipeline	001764d0fe5358ede705c19873980c3c		https://www.encodeproject.org/files/ENCFF655YLP/@@download/ENCFF655YLP.bigWig				released	s3://encode-public/2020/08/14/581a83e0-2dd6-4111-8cda-17939fd82078/ENCFF655YLP.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/08/14/581a83e0-2dd6-4111-8cda-17939fd82078/ENCFF655YLP.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, moderate library complexity, low read length	insufficient read depth, control insufficient read depth	
ENCFF089HKW	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR671NXL	Histone ChIP-seq	/human-donors/ENCDO424HVB/	UBERON:0002048	lung	tissue	Homo sapiens										H3K36me3-human	DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF050IAK/, /files/ENCFF391TMO/, /files/ENCFF238VLC/, /files/ENCFF356LFX/	3357697	ENCODE Processing Pipeline	b5c2d8092b18f8d5ad445ef9b84bb748		https://www.encodeproject.org/files/ENCFF089HKW/@@download/ENCFF089HKW.bed.gz				released	s3://encode-public/2020/08/14/bf365922-8a3b-4586-8c5d-cccc887e756f/ENCFF089HKW.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/08/14/bf365922-8a3b-4586-8c5d-cccc887e756f/ENCFF089HKW.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, moderate library complexity, low read length	insufficient read depth, control insufficient read depth	
ENCFF301RHZ	bigBed narrowPeak	bigBed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR671NXL	Histone ChIP-seq	/human-donors/ENCDO424HVB/	UBERON:0002048	lung	tissue	Homo sapiens										H3K36me3-human	DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF089HKW/	6685472	ENCODE Processing Pipeline	3f58d5d3c6d5fda4f63fb36ac841bff6		https://www.encodeproject.org/files/ENCFF301RHZ/@@download/ENCFF301RHZ.bigBed				released	s3://encode-public/2020/08/14/7c653927-96d4-453a-9556-1f6d138334df/ENCFF301RHZ.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/08/14/7c653927-96d4-453a-9556-1f6d138334df/ENCFF301RHZ.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, moderate library complexity, low read length	insufficient read depth, control insufficient read depth	
ENCFF440HPT	bigWig	bigWig		signal p-value	GRCh38	ENCSR204NFO	Histone ChIP-seq	/human-donors/ENCDO424HVB/	UBERON:0002048	lung	tissue	Homo sapiens										H3K27me3-human	DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF391TMO/, /files/ENCFF061EGC/, /files/ENCFF238VLC/	638137421	ENCODE Processing Pipeline	2df58c2c5ce160fe6dd27b2a4a7aba63		https://www.encodeproject.org/files/ENCFF440HPT/@@download/ENCFF440HPT.bigWig				released	s3://encode-public/2020/08/14/381874af-2d2f-4522-b05c-ac296c41eda9/ENCFF440HPT.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/08/14/381874af-2d2f-4522-b05c-ac296c41eda9/ENCFF440HPT.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released		insufficient read depth, control insufficient read depth	
ENCFF284ZIV	bigBed narrowPeak	bigBed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR204NFO	Histone ChIP-seq	/human-donors/ENCDO424HVB/	UBERON:0002048	lung	tissue	Homo sapiens										H3K27me3-human	DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF112CDW/	556741	ENCODE Processing Pipeline	a4d8548aa40972e22b25a94969951f44		https://www.encodeproject.org/files/ENCFF284ZIV/@@download/ENCFF284ZIV.bigBed				released	s3://encode-public/2020/08/14/9642eaa2-47cc-42e4-b00c-b74c0a7d8908/ENCFF284ZIV.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/08/14/9642eaa2-47cc-42e4-b00c-b74c0a7d8908/ENCFF284ZIV.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released		insufficient read depth, control insufficient read depth	
ENCFF112CDW	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR204NFO	Histone ChIP-seq	/human-donors/ENCDO424HVB/	UBERON:0002048	lung	tissue	Homo sapiens										H3K27me3-human	DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF356LFX/, /files/ENCFF391TMO/, /files/ENCFF061EGC/, /files/ENCFF238VLC/	189135	ENCODE Processing Pipeline	6ba3c29505f29dc864475b871644f28d		https://www.encodeproject.org/files/ENCFF112CDW/@@download/ENCFF112CDW.bed.gz				released	s3://encode-public/2020/08/14/2410b0fe-b735-456c-a861-a43e5dbb4156/ENCFF112CDW.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/08/14/2410b0fe-b735-456c-a861-a43e5dbb4156/ENCFF112CDW.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released		insufficient read depth, control insufficient read depth	
ENCFF038UOB	bigBed narrowPeak	bigBed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR540ADS	Histone ChIP-seq	/human-donors/ENCDO424HVB/	UBERON:0002048	lung	tissue	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF314QTE/	4949162	ENCODE Processing Pipeline	8d51b7cfad91f6226e12d352fe574223		https://www.encodeproject.org/files/ENCFF038UOB/@@download/ENCFF038UOB.bigBed				released	s3://encode-public/2020/08/14/50e37d77-8244-4d97-91c5-02cbc29de7b6/ENCFF038UOB.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/08/14/50e37d77-8244-4d97-91c5-02cbc29de7b6/ENCFF038UOB.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, control low read depth, moderate library complexity, low read length		
ENCFF028TDS	bigWig	bigWig		signal p-value	GRCh38	ENCSR540ADS	Histone ChIP-seq	/human-donors/ENCDO424HVB/	UBERON:0002048	lung	tissue	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF391TMO/, /files/ENCFF868JVP/, /files/ENCFF238VLC/	720579492	ENCODE Processing Pipeline	b015a6012d2d6d7e1dac0ca118e51078		https://www.encodeproject.org/files/ENCFF028TDS/@@download/ENCFF028TDS.bigWig				released	s3://encode-public/2020/08/14/16c0c4cb-4bf4-4f6d-a5d4-92a4000846d3/ENCFF028TDS.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/08/14/16c0c4cb-4bf4-4f6d-a5d4-92a4000846d3/ENCFF028TDS.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, control low read depth, moderate library complexity, low read length		
ENCFF314QTE	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR540ADS	Histone ChIP-seq	/human-donors/ENCDO424HVB/	UBERON:0002048	lung	tissue	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF391TMO/, /files/ENCFF868JVP/, /files/ENCFF238VLC/, /files/ENCFF356LFX/	2462525	ENCODE Processing Pipeline	ee319fb4f6391f3c50167204c1055e4d		https://www.encodeproject.org/files/ENCFF314QTE/@@download/ENCFF314QTE.bed.gz				released	s3://encode-public/2020/08/14/a2afb9e0-69f7-4162-aa03-c3c0c43013da/ENCFF314QTE.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/08/14/a2afb9e0-69f7-4162-aa03-c3c0c43013da/ENCFF314QTE.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, control low read depth, moderate library complexity, low read length		
